epoch,train_loss,train_acc,val_loss,val_acc,val_roc_auc,lr
71,1.1912813842296601,0.9454044117647059,2.216055201749279,0.7945969125214408,0.9812053094342665,3.75e-05
72,1.1889830315814298,0.9439338235294118,2.221911326254884,0.7894511149228131,0.980531273077338,3.75e-05
73,1.1846072175923517,0.9452205882352941,2.2042183100360715,0.7984562607204116,0.9815104839939336,3.75e-05
74,1.1844850908307467,0.9426470588235294,2.2103242882310528,0.7950257289879932,0.9808227183452909,1.875e-05
75,1.1792865549816804,0.9479779411764706,2.2034640230544627,0.7971698113207547,0.9816315898177802,1.875e-05
76,1.1890793505836936,0.9503676470588235,2.205849525863177,0.7967409948542024,0.980960155960586,1.875e-05
77,1.1733325614648706,0.9512867647058824,2.2079164226577705,0.7993138936535163,0.980713161534253,1.875e-05
78,1.1734679306254667,0.95,2.2097929001670993,0.7941680960548885,0.9812296505037388,1.875e-05
79,1.1713597013669856,0.950735294117647,2.209305868573385,0.7975986277873071,0.981224245491888,1.875e-05
80,1.1691013553563285,0.9516544117647059,2.213232364964812,0.7950257289879932,0.980404036904232,1.875e-05
81,1.1823223916923298,0.9534926470588235,2.2177851575694674,0.7971698113207547,0.9803703338179377,1.875e-05
82,1.181561141504961,0.9485294117647058,2.2134101635789216,0.7941680960548885,0.9803219642873977,1.875e-05
83,1.1786833317840801,0.9494485294117647,2.2052900652362877,0.7958833619210978,0.9807171919194637,9.375e-06
84,1.1672117520781125,0.9571691176470588,2.2057785399972576,0.7971698113207547,0.9803526840754969,9.375e-06
85,1.180980735315996,0.9503676470588235,2.206578445761171,0.7984562607204116,0.9798557438621455,9.375e-06
86,1.1723105483195362,0.953125,2.202473310575093,0.7993138936535163,0.9807590599050322,9.375e-06
87,1.170251269200269,0.955514705882353,2.2101578683885807,0.7963121783876501,0.9799872674047239,9.375e-06
88,1.1682171804063461,0.9556985294117647,2.2101008051062285,0.7933104631217839,0.980456205016878,9.375e-06
89,1.175371479988098,0.9542279411764706,2.2027525799731684,0.7975986277873071,0.9811242604118118,9.375e-06
